"","gene","Seed","Gene","R","P","FDR"
"cor10344","FASTK","ENSG00000244731","ENSG00000164896",-0.146909976848792,0.0778499866142778,0.260027267121073
"cor10345","TMUB1","ENSG00000244731","ENSG00000164897",0.0626818762729158,0.453860867932246,0.704008787318591
"cor10346","C7orf55","ENSG00000244731","ENSG00000164898",0.03076437504299,0.713370780297202,0.869475830625439
"cor10347","PHAX","ENSG00000244731","ENSG00000164902",-0.094882502844477,0.256286893757698,0.518385653788739
"cor10348","ALDH7A1","ENSG00000244731","ENSG00000164904",0.268793088006138,0.00107905187050446,0.0159565501487137
"cor10349","FOXK1","ENSG00000244731","ENSG00000164916",-0.0125675827515518,0.880741062980175,0.950595483971986
"cor10350","COX6C","ENSG00000244731","ENSG00000164919",-0.173127502329514,0.0373023209566028,0.16391862518443
"cor10351","YWHAZ","ENSG00000244731","ENSG00000164924",-0.232764523654328,0.00484138845952681,0.0440614216651991
"cor10352","BAALC","ENSG00000244731","ENSG00000164929",0.0226702459262103,0.78665409366112,0.907493626802511
"cor10353","FZD6","ENSG00000244731","ENSG00000164930",0.145453728895304,0.0808750084319113,0.266200666775
"cor10354","CTHRC1","ENSG00000244731","ENSG00000164932",-0.11372073192344,0.173213842463324,0.415913319885384
"cor10355","SLC25A32","ENSG00000244731","ENSG00000164933",-0.298898880629273,0.00026029120262245,0.00600603890455777
"cor10356","DCAF13","ENSG00000244731","ENSG00000164934",-0.0568318846561123,0.497155287871257,0.734771511531268
"cor10357","DCSTAMP","ENSG00000244731","ENSG00000164935",-0.21481442718756,0.00946779491049832,0.0674469170876682
"cor10358","TP53INP1","ENSG00000244731","ENSG00000164938",0.303331635896992,0.000208281434227311,0.0051867108075118
"cor10359","INTS8","ENSG00000244731","ENSG00000164941",-0.150391437072027,0.0709867444921073,0.245092076696527
"cor10360","KIAA1429","ENSG00000244731","ENSG00000164944",0.0935295127114686,0.263160838466819,0.525832037417147
"cor10361","FREM1","ENSG00000244731","ENSG00000164946",-0.0832575754243918,0.319441327769245,0.584927593923408
"cor10362","GEM","ENSG00000244731","ENSG00000164949",0.23821860615352,0.00390963433810084,0.0382457313349765
"cor10363","PDP1","ENSG00000244731","ENSG00000164951",-0.264397481087666,0.00131083355647601,0.0181837589260563
"cor10364","TMEM67","ENSG00000244731","ENSG00000164953",0.0073866112204371,0.929735252091704,0.97181427477539
"cor10365","KIAA0196","ENSG00000244731","ENSG00000164961",-0.0440041814460198,0.599201571847697,0.803523653176923
"cor10366","RPP25L","ENSG00000244731","ENSG00000164967",0.00420160751790341,0.959997772956103,0.983550277651988
"cor10367","FAM219A","ENSG00000244731","ENSG00000164970",-0.121568967341881,0.145220605573358,0.37722246923286
"cor10368","C9orf24","ENSG00000244731","ENSG00000164972",-0.117625971662795,0.158822862526878,0.395889792917577
"cor10369","SNAPC3","ENSG00000244731","ENSG00000164975",0.0126491180047943,0.879973124322214,0.950297421303789
"cor10370","KIAA1161","ENSG00000244731","ENSG00000164976",0.147270683011832,0.0771149661768491,0.258594995868086
"cor10371","NUDT2","ENSG00000244731","ENSG00000164978",0.0214147135177704,0.798209709913624,0.912789332897964
"cor10372","TMEM65","ENSG00000244731","ENSG00000164983",-0.0696673895251125,0.405037646590564,0.662653313648927
"cor10373","PSIP1","ENSG00000244731","ENSG00000164985",0.00633663207580865,0.939702726603998,0.975907253399704
"cor10374","CCDC171","ENSG00000244731","ENSG00000164989",0.0889899420027455,0.287138656043237,0.551904592771374
"cor10375","UBAP1","ENSG00000244731","ENSG00000165006",-0.164397510532694,0.0481615979499894,0.192601555556715
"cor10376","DIRAS2","ENSG00000244731","ENSG00000165023",-0.237297132118839,0.00405475133299309,0.0391852871603164
"cor10377","SYK","ENSG00000244731","ENSG00000165025",0.373683878706292,3.66288365734063e-06,0.00024778783040498
"cor10378","NIPSNAP3B","ENSG00000244731","ENSG00000165028",-0.164430435450946,0.0481161699892964,0.1924497463228
"cor10379","ABCA1","ENSG00000244731","ENSG00000165029",0.254179104867817,0.00203509367687183,0.0247457224904192
"cor10380","NFIL3","ENSG00000244731","ENSG00000165030",0.115472405725963,0.166643902094157,0.406692541669804
"cor10381","LETM2","ENSG00000244731","ENSG00000165046",-0.11470263604018,0.169507848338243,0.410687655862931
"cor10382","METTL2B","ENSG00000244731","ENSG00000165055",-0.0836994827070537,0.316870528564223,0.582413858864506
"cor10383","FXN","ENSG00000244731","ENSG00000165060",-0.00817379321323824,0.922269578179028,0.967975571445464
"cor10384","ZMAT4","ENSG00000244731","ENSG00000165061",-0.301071248530333,0.000233458124640648,0.0055644038331605
"cor10385","NKX6-3","ENSG00000244731","ENSG00000165066",-0.156825219758922,0.0595981893172798,0.220221271267112
"cor10386","TMEM71","ENSG00000244731","ENSG00000165071",0.116913335833801,0.161379887328099,0.399573453904724
"cor10387","MAMDC2","ENSG00000244731","ENSG00000165072",-0.0064563484866138,0.938565754713219,0.975427167821714
"cor10388","PRSS37","ENSG00000244731","ENSG00000165076",-0.0592470783561813,0.479021841457584,0.723167522404608
"cor10389","C8orf34","ENSG00000244731","ENSG00000165084",-0.0942709762280115,0.259378354451555,0.521722858118377
"cor10390","TMC1","ENSG00000244731","ENSG00000165091",0.16063987408982,0.0535854563709144,0.205736861686868
"cor10391","ALDH1A1","ENSG00000244731","ENSG00000165092",0.189282435322111,0.0225965240779568,0.118254377986854
"cor10392","KDM1B","ENSG00000244731","ENSG00000165097",0.177460257210291,0.0327293067720942,0.151041209085758
"cor10393","HGSNAT","ENSG00000244731","ENSG00000165102",-0.166134975863405,0.0458125358526037,0.186578795626122
"cor10394","RASEF","ENSG00000244731","ENSG00000165105",0.0266804544784197,0.750066806657707,0.8878649616843
"cor10395","GKAP1","ENSG00000244731","ENSG00000165113",0.0190711675656784,0.819894742008899,0.922873922636797
"cor10396","KIF27","ENSG00000244731","ENSG00000165115",0.122942068255686,0.140697084172135,0.370260021181602
"cor10397","C9orf64","ENSG00000244731","ENSG00000165118",0.197459057704333,0.0172830169860036,0.0999893332878242
"cor10398","HNRNPK","ENSG00000244731","ENSG00000165119",-0.0829649316257712,0.321151196399035,0.586713278706318
"cor10399","RP11-213G2.3","ENSG00000244731","ENSG00000165121",0.126889600467905,0.128289194678443,0.351123043818859
"cor10400","SVEP1","ENSG00000244731","ENSG00000165124",0.219540075378931,0.00797369752455812,0.0606773191608979
"cor10401","TRPV6","ENSG00000244731","ENSG00000165125",0.00889503649312619,0.915435198022696,0.964849382262082
"cor10402","C7orf34","ENSG00000244731","ENSG00000165131",0.111707815507779,0.180997920909597,0.426693534576415
"cor10403","ANKS6","ENSG00000244731","ENSG00000165138",-0.0937405240604839,0.262080576133384,0.524689553824885
"cor10404","FBP1","ENSG00000244731","ENSG00000165140",0.215828494985656,0.00912783393851337,0.0658624837433493
"cor10405","TMEM246","ENSG00000244731","ENSG00000165152",-0.176395025222952,0.0338071161093358,0.154192994266859
"cor10406","ZHX1","ENSG00000244731","ENSG00000165156",0.0288775286136835,0.730249412921077,0.878357667411037
"cor10407","CXorf22","ENSG00000244731","ENSG00000165164",0.259732631040107,0.00160580158256544,0.0209665298829998
"cor10408","CYBB","ENSG00000244731","ENSG00000165168",0.375242529199911,3.31135129682631e-06,0.000232552502246325
"cor10409","DYNLT3","ENSG00000244731","ENSG00000165169",-0.288038064563217,0.000442783950867231,0.00869840971772257
"cor10410","WBSCR27","ENSG00000244731","ENSG00000165171",0.145780001615047,0.0801891716633803,0.264939842385843
"cor10411","MID1IP1","ENSG00000244731","ENSG00000165175",0.158267464409454,0.0572628376421343,0.214612822071887
"cor10412","NCF1C","ENSG00000244731","ENSG00000165178",0.200817462323886,0.0154370934691669,0.093060527216416
"cor10413","C9orf84","ENSG00000244731","ENSG00000165181",0.125141275908036,0.133676507883283,0.359976621549704
"cor10414","KIAA1958","ENSG00000244731","ENSG00000165185",0.175669159326335,0.0345586310956512,0.156238231513649
"cor10415","PTCHD1","ENSG00000244731","ENSG00000165186",0.0568409585558499,0.497086489882626,0.734753690341979
"cor10416","PCDH19","ENSG00000244731","ENSG00000165194",-0.139822399413311,0.0934716272785371,0.290677813884775
"cor10417","PIGA","ENSG00000244731","ENSG00000165195",0.307423273306167,0.000169011215667985,0.00445864388191059
"cor10418","FIGF","ENSG00000244731","ENSG00000165197",0.115587365367363,0.166219299601479,0.406002296050846
"cor10419","STRBP","ENSG00000244731","ENSG00000165209",-0.283200025254866,0.000557263603189867,0.0101864624883799
"cor10420","GAPVD1","ENSG00000244731","ENSG00000165219",0.011809672914128,0.887884643515874,0.953673062259466
"cor10421","C9orf89","ENSG00000244731","ENSG00000165233",0.115135231118667,0.167893906522464,0.408929089123342
"cor10422","WNK2","ENSG00000244731","ENSG00000165238",-0.109527287136971,0.189716828637691,0.437868785047467
"cor10423","ATP7A","ENSG00000244731","ENSG00000165240",0.246887206037099,0.00275644907778192,0.0303869625880031
"cor10424","ZNF367","ENSG00000244731","ENSG00000165244",0.0240251003783166,0.774236357554571,0.901324857512486
"cor10425","NLGN4Y","ENSG00000244731","ENSG00000165246",0.0533702750284681,0.523763050552721,0.75446908421932
"cor10426","HDX","ENSG00000244731","ENSG00000165259",-0.1608229978835,0.0533099070182737,0.204984267266744
"cor10427","NDUFB6","ENSG00000244731","ENSG00000165264",-0.218218445000595,0.00836892422853916,0.0625190020277423
"cor10428","AQP7","ENSG00000244731","ENSG00000165269",0.0192071770610386,0.818632331992162,0.92246009376846
"cor10429","NOL6","ENSG00000244731","ENSG00000165271",-0.0229673466761751,0.783926336988599,0.905821646732634
"cor10430","AQP3","ENSG00000244731","ENSG00000165272",-0.242964674610127,0.00323356628449174,0.0337981211887486
"cor10431","TRMT10B","ENSG00000244731","ENSG00000165275",-0.00599310684087175,0.942965925212649,0.977280007909597
"cor10432","VCP","ENSG00000244731","ENSG00000165280",-0.0247255068998856,0.767838998192593,0.897764654774813
"cor10433","PIGO","ENSG00000244731","ENSG00000165282",0.224141600520445,0.00672355633460301,0.0544603837108919
"cor10434","STOML2","ENSG00000244731","ENSG00000165283",-0.161663128876034,0.0520607169833997,0.202537799174361
"cor10435","BRWD3","ENSG00000244731","ENSG00000165288",0.169556244892477,0.0414656554717273,0.175634478903582
"cor10436","SLITRK5","ENSG00000244731","ENSG00000165300",-0.118432468024552,0.155965790942523,0.39179813864844
"cor10437","ARMC3","ENSG00000244731","ENSG00000165309",0.144057717452015,0.0838628622420632,0.27181607286556
"cor10438","OTUD1","ENSG00000244731","ENSG00000165312",-0.120051273510124,0.150347771328979,0.383745638565371
"cor10439","ARHGAP12","ENSG00000244731","ENSG00000165322",-0.0115577803057852,0.890260850103023,0.954753178985366
"cor10440","FAT3","ENSG00000244731","ENSG00000165323",-0.0416839833159474,0.618615328432304,0.814684557509284
"cor10441","HECTD2","ENSG00000244731","ENSG00000165338",-0.215196831406622,0.00933830544494269,0.0667828758429392
"cor10442","SLC7A3","ENSG00000244731","ENSG00000165349",0.0290663339304363,0.728554480207121,0.877793716008711
"cor10443","FBXO33","ENSG00000244731","ENSG00000165355",-0.292380862437043,0.000358941784117782,0.00745158683959018
"cor10444","DDX26B","ENSG00000244731","ENSG00000165359",0.0376558977519658,0.652946916036304,0.834441447364128
"cor10445","LRFN5","ENSG00000244731","ENSG00000165379",-0.172842654732843,0.0376209411617014,0.164793021329316
"cor10446","ZNF488","ENSG00000244731","ENSG00000165388",0.0200104876429413,0.81118577062179,0.919172691990065
"cor10447","SPTSSA","ENSG00000244731","ENSG00000165389",0.225820768871285,0.00631275771488029,0.0523503916806064
"cor10448","ANXA8","ENSG00000244731","ENSG00000165390",-0.0431779265457986,0.606083767148655,0.807620878732581
"cor10449","WRN","ENSG00000244731","ENSG00000165392",0.172704721621926,0.0377760496428347,0.165163681678443
"cor10450","MARCH8","ENSG00000244731","ENSG00000165406",0.0871940906062596,0.297014931373202,0.562390746489342
"cor10451","TSHR","ENSG00000244731","ENSG00000165409",-0.154412126572246,0.0636800558262321,0.229591085788414
"cor10452","CFL2","ENSG00000244731","ENSG00000165410",0.00164737455725789,0.984310341603168,0.993810381716373
"cor10453","SUGT1","ENSG00000244731","ENSG00000165416",0.00765692687054298,0.927170841717272,0.970866225498536
"cor10454","GTF2A1","ENSG00000244731","ENSG00000165417",-0.000667708440113073,0.99364038029792,0.997471749242398
"cor10455","ZCCHC24","ENSG00000244731","ENSG00000165424",0.236279839069224,0.00422056093750498,0.0402593403416925
"cor10456","PGM2L1","ENSG00000244731","ENSG00000165434",-0.145053108076249,0.0817235644495162,0.267846280534312
"cor10457","PHYHIPL","ENSG00000244731","ENSG00000165443",-0.0858291546238318,0.304669984642797,0.570224688416488
"cor10458","SLC16A9","ENSG00000244731","ENSG00000165449",0.34782395125602,1.81319401547838e-05,0.00085749105605394
"cor10459","FOLR2","ENSG00000244731","ENSG00000165457",0.307742452432725,0.000166257635809572,0.00440683088048001
"cor10460","INPPL1","ENSG00000244731","ENSG00000165458",0.341901634316268,2.56544830603496e-05,0.00112070957016517
"cor10461","GJB2","ENSG00000244731","ENSG00000165474",0.201847731250121,0.0149063639384059,0.0912797871581073
"cor10462","CRYL1","ENSG00000244731","ENSG00000165475",0.189189069597568,0.0226645220430147,0.118393877409133
"cor10463","REEP3","ENSG00000244731","ENSG00000165476",0.218640982509989,0.0082407213660108,0.0620576678515767
"cor10464","HEPACAM","ENSG00000244731","ENSG00000165478",0.300892959512322,0.000235559615828281,0.00560084274756284
"cor10465","SKA3","ENSG00000244731","ENSG00000165480",-0.0120979411714396,0.885166514583036,0.952142304030014
"cor10466","MICU2","ENSG00000244731","ENSG00000165487",-0.0392192736536932,0.639530463974148,0.826642837435792
"cor10467","C11orf82","ENSG00000244731","ENSG00000165490",0.033209905718559,0.691700455842136,0.857068773081833
"cor10468","PCF11","ENSG00000244731","ENSG00000165494",0.0541564763473284,0.517657106143876,0.74938745527703
"cor10469","PKNOX2","ENSG00000244731","ENSG00000165495",-0.166494390536249,0.0453387225105027,0.185397466918245
"cor10470","LRR1","ENSG00000244731","ENSG00000165501",0.0862465608254191,0.302315389061088,0.567714159392385
"cor10471","RPL36AL","ENSG00000244731","ENSG00000165502",0.121799138829586,0.144454739008117,0.375812702452328
"cor10472","DNAAF2","ENSG00000244731","ENSG00000165506",-0.0699988293170528,0.402801111999813,0.660966184547219
"cor10473","C10orf10","ENSG00000244731","ENSG00000165507",0.411515824995833,2.71683639009894e-07,3.33446386278143e-05
"cor10474","MAGEC3","ENSG00000244731","ENSG00000165509",-0.0220909922852471,0.79197979451818,0.910107007516906
"cor10475","C10orf25","ENSG00000244731","ENSG00000165511",0.0581823665424355,0.486971432659527,0.727816857371218
"cor10476","ZNF22","ENSG00000244731","ENSG00000165512",0.166974319148155,0.0447124153416246,0.184112793465732
"cor10477","KLHDC2","ENSG00000244731","ENSG00000165516",-0.212856643391348,0.0101558705369493,0.0705713431513109
"cor10478","EML5","ENSG00000244731","ENSG00000165521",-0.0937418362312109,0.262073868037055,0.524689553824885
"cor10479","NEMF","ENSG00000244731","ENSG00000165525",0.0350438762092909,0.675610517464138,0.847582617466208
"cor10480","RPUSD4","ENSG00000244731","ENSG00000165526",-0.00550561847220254,0.947598264838163,0.979168411094849
"cor10481","ARF6","ENSG00000244731","ENSG00000165527",0.126594893065871,0.129185416826975,0.352571450944966
"cor10482","TTC8","ENSG00000244731","ENSG00000165533",-0.0896519867984812,0.28355372341602,0.548219463455443
"cor10483","TMEM63C","ENSG00000244731","ENSG00000165548",-0.0496518244306562,0.553128711139918,0.773580379804708
"cor10484","NGB","ENSG00000244731","ENSG00000165553",-0.0348601538406988,0.677215919999661,0.848338426346112
"cor10485","NOXRED1","ENSG00000244731","ENSG00000165555",-0.0295874256135586,0.723883395538708,0.875152241503572
"cor10486","AMER2","ENSG00000244731","ENSG00000165566",0.149428681260983,0.0728336606699089,0.249000500080413
"cor10487","AKR1E2","ENSG00000244731","ENSG00000165568",-0.00471018240232833,0.955160560532827,0.981880890904577
"cor10488","KBTBD6","ENSG00000244731","ENSG00000165572",-0.116932301054193,0.16131144173546,0.399573453904724
"cor10489","FAAH2","ENSG00000244731","ENSG00000165591",-0.122759902424083,0.141290964446488,0.371076291066197
"cor10490","DRGX","ENSG00000244731","ENSG00000165606",-0.222896566668644,0.00704332390021928,0.0560930538142281
"cor10491","NUDT5","ENSG00000244731","ENSG00000165609",0.0717030580762318,0.39141722244445,0.651452117479223
"cor10492","DACT1","ENSG00000244731","ENSG00000165617",0.100072794023446,0.231066838795329,0.48952134663084
"cor10493","OXGR1","ENSG00000244731","ENSG00000165621",-0.14476327465833,0.0823419054388842,0.268677787758278
"cor10494","BEND7","ENSG00000244731","ENSG00000165626",-0.157086460510938,0.0591694717913094,0.219145561998737
"cor10495","ATP5C1","ENSG00000244731","ENSG00000165629",-0.205402707990353,0.013195273405739,0.0842653559860054
"cor10496","PRPF18","ENSG00000244731","ENSG00000165630",-0.0226774576074903,0.786587850567271,0.907490278932657
"cor10497","TAF3","ENSG00000244731","ENSG00000165632",0.00507340194135802,0.951706857298877,0.980713983598817
"cor10498","VSTM4","ENSG00000244731","ENSG00000165633",0.161332330117142,0.0525496589935539,0.203449308269143
"cor10499","VDAC2","ENSG00000244731","ENSG00000165637",-0.163576028130446,0.0493066265407029,0.19556167719162
"cor10500","SOHLH1","ENSG00000244731","ENSG00000165643",-0.127420176100377,0.126687748819979,0.348414309236311
"cor10501","COMTD1","ENSG00000244731","ENSG00000165644",-0.0667049640130274,0.425352027646006,0.679877405305312
"cor10502","SLC18A2","ENSG00000244731","ENSG00000165646",0.150746785631672,0.0703147314265502,0.243620363998912
"cor10503","PDZD8","ENSG00000244731","ENSG00000165650",0.021900365386501,0.793734548216028,0.910806654055602
"cor10504","ZNF503","ENSG00000244731","ENSG00000165655",-0.131261187940842,0.115549700481852,0.330504714262486
"cor10505","DACH1","ENSG00000244731","ENSG00000165659",-0.145539720773318,0.0806937947704051,0.265928078983859
"cor10506","FAM175B","ENSG00000244731","ENSG00000165660",-0.144442554784977,0.0830305093541863,0.270205599506919
"cor10507","QSOX2","ENSG00000244731","ENSG00000165661",-0.037629334352353,0.653175853767995,0.834537576236486
"cor10508","FAM204A","ENSG00000244731","ENSG00000165669",-0.128598025152079,0.123187697667701,0.342964659962932
"cor10509","NSD1","ENSG00000244731","ENSG00000165671",0.0184633888184314,0.825541610059631,0.926171409316682
"cor10510","PRDX3","ENSG00000244731","ENSG00000165672",-0.0370510167693117,0.658168085667977,0.837602293965899
"cor10511","ENOX2","ENSG00000244731","ENSG00000165675",0.118249211198034,0.156611579218893,0.392770929530771
"cor10512","GHITM","ENSG00000244731","ENSG00000165678",-0.188916576764177,0.0228639847052976,0.119048837780726
"cor10513","SNAPC4","ENSG00000244731","ENSG00000165684",-0.037085932718379,0.657866248480278,0.837408370620836
"cor10514","TMEM52B","ENSG00000244731","ENSG00000165685",-0.0995885267295946,0.233343308941369,0.491877847767633
"cor10515","PMPCA","ENSG00000244731","ENSG00000165688",-0.153588572753126,0.065124370311936,0.232595651531906
"cor10516","SDCCAG3","ENSG00000244731","ENSG00000165689",0.0780924261014354,0.35048691844965,0.613768843329344
"cor10517","AK8","ENSG00000244731","ENSG00000165695",-0.0389454223262667,0.641872325937544,0.827636066272162
"cor10518","C9orf9","ENSG00000244731","ENSG00000165698",0.060100510835724,0.472700724920001,0.718360170052364
"cor10519","TSC1","ENSG00000244731","ENSG00000165699",-0.179239946942353,0.0309935697488897,0.145665639834606
"cor10520","HPRT1","ENSG00000244731","ENSG00000165704",-0.246191664013937,0.00283610616579547,0.0308805839219956
"cor10521","LOH12CR1","ENSG00000244731","ENSG00000165714",-0.0835592238336172,0.317685026978367,0.583230617501565
"cor10522","FAM69B","ENSG00000244731","ENSG00000165716",-0.123866306994823,0.13771319037423,0.36622993096887
"cor10523","ZMYND19","ENSG00000244731","ENSG00000165724",-0.123065365644759,0.140296200398904,0.369544636594926
"cor10524","STOX1","ENSG00000244731","ENSG00000165730",0.175814572810908,0.0344069585320902,0.155822609487389
"cor10525","RET","ENSG00000244731","ENSG00000165731",-0.257999942704643,0.00172994199301925,0.0220402990252488
"cor10526","DDX21","ENSG00000244731","ENSG00000165732",0.153758885876599,0.0648235097224556,0.231920906998759
"cor10527","BMS1","ENSG00000244731","ENSG00000165733",-0.0867738812337798,0.299357936419643,0.565000838699464
"cor10528","STK32C","ENSG00000244731","ENSG00000165752",-0.12607002561551,0.130793475236155,0.35538735650643
"cor10529","KIAA1462","ENSG00000244731","ENSG00000165757",-0.283583041872316,0.000547291910854391,0.0100756440788293
"cor10530","FUNDC2","ENSG00000244731","ENSG00000165775",-0.0701877871882639,0.40152932089108,0.660098017390401
"cor10531","TMEM55B","ENSG00000244731","ENSG00000165782",-0.21012190101619,0.011190634741619,0.075287762941918
"cor10532","METTL17","ENSG00000244731","ENSG00000165792",0.153986365958618,0.0644234337581661,0.231186383507956
"cor10533","SLC39A2","ENSG00000244731","ENSG00000165794",-0.00522336345409941,0.950281193816515,0.980289481642132
"cor10534","NDRG2","ENSG00000244731","ENSG00000165795",0.163265680500961,0.0497450476011929,0.196705869419016
"cor10535","ARHGEF40","ENSG00000244731","ENSG00000165801",0.282266693568555,0.00058226772765109,0.01047815774597
"cor10536","NSMF","ENSG00000244731","ENSG00000165802",-0.0706251608590347,0.398594717223204,0.656991765793366
"cor10537","ZNF219","ENSG00000244731","ENSG00000165804",-0.0804676168029799,0.335982652435893,0.60099176206953
"cor10538","CASP7","ENSG00000244731","ENSG00000165806",0.409634420920652,3.11610594843438e-07,3.66732943903871e-05
"cor10539","PPP1R36","ENSG00000244731","ENSG00000165807",-0.0256653727791273,0.75927907201948,0.893306194468895
"cor10540","BTNL9","ENSG00000244731","ENSG00000165810",-0.0751080948665289,0.36925888802258,0.631037281329945
"cor10541","C10orf118","ENSG00000244731","ENSG00000165813",-0.0834791425656489,0.318150675923064,0.583714088926612
"cor10542","VWA2","ENSG00000244731","ENSG00000165816",0.0490949760059299,0.557594068949754,0.77645629332276
"cor10543","METTL3","ENSG00000244731","ENSG00000165819",-0.0462815723021359,0.580416280257721,0.791599598230633
"cor10544","SALL2","ENSG00000244731","ENSG00000165821",0.0935788156226944,0.262908162780038,0.525578676757735
"cor10545","PRAP1","ENSG00000244731","ENSG00000165828",-0.0888150281729786,0.288090836984819,0.553009103481547
"cor10546","TRUB1","ENSG00000244731","ENSG00000165832",-0.265429089260839,0.00125268433183911,0.0175853409416237
"cor10547","FAM194B","ENSG00000244731","ENSG00000165837",0.0227111217899497,0.786278647532348,0.907222932290212
"cor10548","ZFYVE1","ENSG00000244731","ENSG00000165861",-0.0783087011087642,0.349150191702406,0.612341040194768
"cor10549","C10orf82","ENSG00000244731","ENSG00000165863",-0.0406622877300649,0.627249490712739,0.819564451669377
"cor10550","HSPA12A","ENSG00000244731","ENSG00000165868",-0.271557617436339,0.000953166626899422,0.0146668159054959
"cor10551","FAM35BP","ENSG00000244731","ENSG00000165874",0.0966433336008246,0.247527136832183,0.508753143916483
"cor10552","FRAT1","ENSG00000244731","ENSG00000165879",0.0922796620437662,0.269621705114313,0.533325389686593
"cor10553","UBTD1","ENSG00000244731","ENSG00000165886",0.146176814294778,0.0793613670156557,0.263568661260338
"cor10554","ANKRD2","ENSG00000244731","ENSG00000165887",-0.328823295970626,5.38708182470626e-05,0.0019088252976614
"cor10555","ARHGAP42","ENSG00000244731","ENSG00000165895",0.211236179373178,0.0107583319113197,0.0734530454787693
"cor10556","ISCA2","ENSG00000244731","ENSG00000165898",-0.038408846195516,0.646471115767881,0.830408499267449
"cor10557","OTOGL","ENSG00000244731","ENSG00000165899",-0.205115888620278,0.0133266529132188,0.0848520632868827
"cor10558","PACSIN3","ENSG00000244731","ENSG00000165912",0.115592042307198,0.166202042419979,0.405998620162311
"cor10559","TTC7B","ENSG00000244731","ENSG00000165914",-0.192044767381124,0.0206625973546465,0.111787947988803
"cor10560","SLC39A13","ENSG00000244731","ENSG00000165915",0.0565679479135461,0.499158641316658,0.735581179033478
"cor10561","PSMC3","ENSG00000244731","ENSG00000165916",-0.137253201816931,0.0997136492306892,0.302925459131516
"cor10562","AGBL2","ENSG00000244731","ENSG00000165923",0.0695378336726427,0.405913874200907,0.663337190041275
"cor10563","TC2N","ENSG00000244731","ENSG00000165929",-0.0988640980448042,0.236778041233687,0.49613641542742
"cor10564","CPSF2","ENSG00000244731","ENSG00000165934",0.214262350959081,0.00965753336892064,0.068307701715302
"cor10565","SMCO2","ENSG00000244731","ENSG00000165935",0.0291260177182826,0.728018962778233,0.877532079208724
"cor10566","MOAP1","ENSG00000244731","ENSG00000165943",-0.246210288318358,0.00283394639942107,0.0308805839219956
"cor10567","IFI27L1","ENSG00000244731","ENSG00000165948",-0.021899258544094,0.793744739919182,0.910806654055602
"cor10568","IFI27","ENSG00000244731","ENSG00000165949",-0.00609766776085616,0.941972582295411,0.976919416388295
"cor10569","CLMN","ENSG00000244731","ENSG00000165959",0.111987886097303,0.179899739481143,0.425120449911498
"cor10570","PDZRN4","ENSG00000244731","ENSG00000165966",-0.0356790989877223,0.670071093937212,0.844890777121359
"cor10571","SLC6A5","ENSG00000244731","ENSG00000165970",-0.0873831811623979,0.295964568632369,0.561359321815459
"cor10572","CCDC38","ENSG00000244731","ENSG00000165972",0.0237330279299152,0.776908599011109,0.902610662435713
"cor10573","NELL1","ENSG00000244731","ENSG00000165973",-0.245815141153294,0.00288008974337578,0.0311765783476553
"cor10574","PTER","ENSG00000244731","ENSG00000165983",-0.0674262428137443,0.420352506010081,0.67565698196616
"cor10575","C1QL3","ENSG00000244731","ENSG00000165985",-0.24260727291258,0.00328054110455495,0.0340859170667943
"cor10576","CACNB2","ENSG00000244731","ENSG00000165995",-0.134893324623201,0.105732743080507,0.313092339172449
"cor10577","PTPLA","ENSG00000244731","ENSG00000165996",-0.0457286933583509,0.584951601099536,0.794196459066379
"cor10578","ARL5B","ENSG00000244731","ENSG00000165997",-0.028090190960293,0.737331434548264,0.881855238702875
"cor10579","SMCO4","ENSG00000244731","ENSG00000166002",0.165180642981893,0.0470906897440886,0.189761638127602
"cor10580","KIAA1731","ENSG00000244731","ENSG00000166004",0.0239392024476308,0.775021985349018,0.901377043020874
"cor10581","KCNC2","ENSG00000244731","ENSG00000166006",-0.251832986306639,0.00224589788105653,0.0264286235795262
"cor10582","TAF1D","ENSG00000244731","ENSG00000166012",-0.0824297802461836,0.324293266103828,0.590319559330466
"cor10583","ABTB2","ENSG00000244731","ENSG00000166016",0.075255189185907,0.368319394824222,0.630349540650697
"cor10584","R3HCC1L","ENSG00000244731","ENSG00000166024",0.0656386184718162,0.432805954125659,0.685752791641651
"cor10585","AMOTL1","ENSG00000244731","ENSG00000166025",-0.24847859848976,0.00258174813141828,0.0289937420834279
"cor10586","HTRA1","ENSG00000244731","ENSG00000166033",0.275434280845279,0.000799230179858838,0.0129800621648908
"cor10587","LIPC","ENSG00000244731","ENSG00000166035",0.0528255423203215,0.528014984984793,0.756494612425343
"cor10588","CEP57","ENSG00000244731","ENSG00000166037",0.0870634736236007,0.29774192284597,0.563066135897124
"cor10589","TCP11L2","ENSG00000244731","ENSG00000166046",0.212505018691997,0.0102840127985085,0.0711843963168728
"cor10590","SPRED1","ENSG00000244731","ENSG00000166068",-0.0349016296852262,0.676853368696317,0.848090360951817
"cor10591","GPR176","ENSG00000244731","ENSG00000166073",-0.266838973073346,0.00117702144663144,0.016797647156965
"cor10592","JAM3","ENSG00000244731","ENSG00000166086",0.0585090941207612,0.484524472254637,0.726607350750046
"cor10593","CMTM5","ENSG00000244731","ENSG00000166091",0.135503856501879,0.104148838300463,0.31025256755986
"cor10594","GLB1L3","ENSG00000244731","ENSG00000166105",-0.193689186290246,0.0195805147056349,0.10811229349251
